customer_id,customer_name,segment,region,account_created
CUST2997,Customer 2997,Enterprise,West,2022-01-10
CUST2998,Customer 2998,Small Business,West,2020-07-25
CUST2999,Customer 2999,Education,North,2022-04-27
CUST3000,Customer 3000,Enterprise,West,2020-06-05
CUST3001,Customer 3001,Small Business,West,2022-02-07
CUST3002,Customer 3002,Individual,West,2020-11-25
CUST3003,Customer 3003,Small Business,East,2020-01-21
CUST3004,Customer 3004,Small Business,Central,2020-03-05
CUST3005,Customer 3005,Enterprise,East,2021-12-11
CUST3006,Customer 3006,Education,Central,2020-01-11
CUST3007,Customer 3007,Small Business,Central,2021-06-05
CUST3008,Customer 3008,Enterprise,South,2020-03-01
CUST3009,Customer 3009,Enterprise,Central,2022-11-14
CUST3010,Customer 3010,Small Business,South,2022-01-17
CUST3011,Customer 3011,Enterprise,South,2020-03-01
CUST3012,Customer 3012,Individual,South,2021-03-26
CUST3013,Customer 3013,Enterprise,South,2021-07-02
CUST3014,Customer 3014,Individual,West,2021-02-12
CUST3015,Customer 3015,Enterprise,East,2021-08-25
CUST3016,Customer 3016,Education,West,2022-06-12
CUST3017,Customer 3017,Education,South,2021-05-27
CUST3018,Customer 3018,Small Business,South,2021-07-29
CUST3019,Customer 3019,Education,North,2021-09-30
CUST3020,Customer 3020,Small Business,South,2022-09-26
CUST3021,Customer 3021,Education,West,2022-05-17
CUST3022,Customer 3022,Individual,East,2020-08-08
CUST3023,Customer 3023,Education,West,2021-02-13
CUST3024,Customer 3024,Individual,East,2020-05-11
CUST3025,Customer 3025,Education,South,2020-03-10
CUST3026,Customer 3026,Individual,Central,2022-04-19
CUST3027,Customer 3027,Individual,Central,2022-12-22
CUST3028,Customer 3028,Individual,West,2020-03-02
CUST3029,Customer 3029,Enterprise,South,2021-10-22
CUST3030,Customer 3030,Education,South,2022-01-02
CUST3031,Customer 3031,Small Business,North,2021-03-16
CUST3032,Customer 3032,Individual,East,2020-10-24
CUST3033,Customer 3033,Individual,North,2020-01-20
CUST3034,Customer 3034,Individual,North,2021-11-04
CUST3035,Customer 3035,Small Business,West,2021-10-20
CUST3036,Customer 3036,Small Business,Central,2020-05-15
CUST3037,Customer 3037,Education,East,2021-03-10
CUST3038,Customer 3038,Small Business,North,2021-07-23
CUST3039,Customer 3039,Enterprise,Central,2022-05-13
CUST3040,Customer 3040,Education,East,2021-10-17
CUST3041,Customer 3041,Small Business,South,2020-04-11
CUST3042,Customer 3042,Education,West,2020-04-05
CUST3043,Customer 3043,Individual,West,2020-09-01
CUST3044,Customer 3044,Enterprise,West,2020-12-16
CUST3045,Customer 3045,Individual,Central,2022-02-23
CUST3046,Customer 3046,Small Business,Central,2020-02-13
CUST3047,Customer 3047,Individual,North,2020-01-10
CUST3048,Customer 3048,Education,East,2020-09-25
CUST3049,Customer 3049,Education,North,2022-12-28
CUST3050,Customer 3050,Enterprise,East,2020-02-03
CUST3051,Customer 3051,Enterprise,West,2020-07-13
CUST3052,Customer 3052,Education,East,2021-07-16
CUST3053,Customer 3053,Individual,East,2022-03-30
CUST3054,Customer 3054,Enterprise,Central,2021-10-03
CUST3055,Customer 3055,Education,Central,2020-04-06
CUST3056,Customer 3056,Education,East,2022-07-19
CUST3057,Customer 3057,Education,North,2022-02-04
CUST3058,Customer 3058,Enterprise,North,2021-04-03
CUST3059,Customer 3059,Enterprise,North,2020-10-11
CUST3060,Customer 3060,Enterprise,East,2022-06-11
CUST3061,Customer 3061,Small Business,South,2020-06-29
CUST3062,Customer 3062,Small Business,East,2020-01-11
CUST3063,Customer 3063,Enterprise,East,2020-03-29
CUST3064,Customer 3064,Enterprise,North,2021-09-15
CUST3065,Customer 3065,Enterprise,East,2021-11-05
CUST3066,Customer 3066,Education,East,2020-12-14
CUST3067,Customer 3067,Small Business,Central,2022-08-01
CUST3068,Customer 3068,Enterprise,South,2021-10-15
CUST3069,Customer 3069,Small Business,Central,2022-04-26
CUST3070,Customer 3070,Education,North,2022-12-04
CUST3071,Customer 3071,Small Business,Central,2022-09-05
CUST3072,Customer 3072,Education,East,2021-10-21
CUST3073,Customer 3073,Education,South,2020-07-07
CUST3074,Customer 3074,Individual,East,2020-06-18
CUST3075,Customer 3075,Individual,Central,2021-05-11
CUST3076,Customer 3076,Small Business,North,2020-06-02
CUST3077,Customer 3077,Education,North,2021-03-11
CUST3078,Customer 3078,Enterprise,South,2022-08-16
CUST3079,Customer 3079,Education,South,2022-09-25
CUST3080,Customer 3080,Enterprise,East,2021-03-03
CUST3081,Customer 3081,Individual,East,2022-07-18
CUST3082,Customer 3082,Small Business,Central,2020-08-04
CUST3083,Customer 3083,Small Business,South,2022-01-14
CUST3084,Customer 3084,Education,West,2022-11-17
CUST3085,Customer 3085,Small Business,West,2021-01-19
CUST3086,Customer 3086,Enterprise,East,2022-05-16
CUST3087,Customer 3087,Small Business,East,2020-07-28
CUST3088,Customer 3088,Small Business,West,2020-08-07
CUST3089,Customer 3089,Enterprise,South,2020-02-03
CUST3090,Customer 3090,Education,South,2021-06-30
CUST3091,Customer 3091,Enterprise,West,2022-12-23
CUST3092,Customer 3092,Education,East,2021-06-27
CUST3093,Customer 3093,Enterprise,Central,2020-06-21
CUST3094,Customer 3094,Individual,West,2021-03-10
CUST3095,Customer 3095,Small Business,West,2022-10-25
CUST3096,Customer 3096,Education,Central,2021-11-14
CUST3097,Customer 3097,Enterprise,West,2021-07-12
CUST3098,Customer 3098,Individual,North,2020-04-10
CUST3099,Customer 3099,Education,West,2021-02-01
CUST3100,Customer 3100,Individual,South,2022-04-04
CUST3101,Customer 3101,Small Business,Central,2021-07-19
CUST3102,Customer 3102,Education,Central,2022-06-06
CUST3103,Customer 3103,Enterprise,North,2021-05-24
CUST3104,Customer 3104,Enterprise,South,2020-08-23
CUST3105,Customer 3105,Enterprise,North,2021-06-29
CUST3106,Customer 3106,Small Business,North,2022-12-25
CUST3107,Customer 3107,Enterprise,East,2021-04-08
CUST3108,Customer 3108,Education,West,2022-03-15
CUST3109,Customer 3109,Enterprise,South,2021-07-03
CUST3110,Customer 3110,Education,South,2020-12-16
CUST3111,Customer 3111,Small Business,East,2021-08-12
CUST3112,Customer 3112,Individual,North,2020-07-12
CUST3113,Customer 3113,Small Business,Central,2022-09-03
CUST3114,Customer 3114,Individual,South,2020-12-14
CUST3115,Customer 3115,Individual,North,2020-12-07
CUST3116,Customer 3116,Small Business,East,2022-07-21
CUST3117,Customer 3117,Small Business,North,2022-08-29
CUST3118,Customer 3118,Education,East,2020-02-12
CUST3119,Customer 3119,Small Business,East,2020-06-06
CUST3120,Customer 3120,Small Business,North,2021-12-22
CUST3121,Customer 3121,Education,Central,2020-01-03
CUST3122,Customer 3122,Education,South,2022-08-25
CUST3123,Customer 3123,Enterprise,North,2020-02-05
CUST3124,Customer 3124,Individual,South,2022-12-11
CUST3125,Customer 3125,Small Business,South,2020-07-11
CUST3126,Customer 3126,Enterprise,East,2021-11-18
CUST3127,Customer 3127,Education,West,2021-12-19
CUST3128,Customer 3128,Individual,West,2021-06-03
CUST3129,Customer 3129,Individual,West,2020-01-28
CUST3130,Customer 3130,Individual,East,2021-11-14
CUST3131,Customer 3131,Education,North,2021-07-06
CUST3132,Customer 3132,Enterprise,South,2022-04-20
CUST3133,Customer 3133,Small Business,South,2022-01-01
CUST3134,Customer 3134,Education,North,2021-05-15
CUST3135,Customer 3135,Education,East,2021-02-26
CUST3136,Customer 3136,Enterprise,South,2022-02-12
CUST3137,Customer 3137,Enterprise,East,2022-07-09
CUST3138,Customer 3138,Small Business,East,2021-12-15
CUST3139,Customer 3139,Individual,West,2022-05-04
CUST3140,Customer 3140,Individual,East,2021-01-25
CUST3141,Customer 3141,Enterprise,Central,2022-12-01
CUST3142,Customer 3142,Individual,Central,2020-09-08
CUST3143,Customer 3143,Education,West,2021-12-11
CUST3144,Customer 3144,Individual,North,2020-01-18
CUST3145,Customer 3145,Education,South,2022-08-13
CUST3146,Customer 3146,Small Business,Central,2021-08-16
CUST3147,Customer 3147,Small Business,East,2022-09-24
CUST3148,Customer 3148,Individual,North,2021-08-26
CUST3149,Customer 3149,Enterprise,West,2020-03-24
CUST3150,Customer 3150,Small Business,East,2020-09-09
CUST3151,Customer 3151,Enterprise,West,2021-09-18
CUST3152,Customer 3152,Enterprise,West,2021-12-22
CUST3153,Customer 3153,Enterprise,North,2021-05-29
CUST3154,Customer 3154,Small Business,East,2021-08-03
CUST3155,Customer 3155,Small Business,North,2021-07-08
CUST3156,Customer 3156,Small Business,South,2022-06-03
CUST3157,Customer 3157,Enterprise,East,2021-03-24
CUST3158,Customer 3158,Enterprise,West,2021-12-27
CUST3159,Customer 3159,Small Business,West,2022-05-15
CUST3160,Customer 3160,Education,North,2021-06-19
CUST3161,Customer 3161,Individual,Central,2021-09-28
CUST3162,Customer 3162,Small Business,Central,2022-06-11
CUST3163,Customer 3163,Individual,Central,2020-10-12
CUST3164,Customer 3164,Small Business,East,2020-10-04
CUST3165,Customer 3165,Education,Central,2021-02-12
CUST3166,Customer 3166,Individual,East,2020-06-24
CUST3167,Customer 3167,Individual,Central,2022-08-02
CUST3168,Customer 3168,Small Business,West,2022-06-13
CUST3169,Customer 3169,Enterprise,South,2022-12-14
CUST3170,Customer 3170,Education,East,2022-10-28
CUST3171,Customer 3171,Individual,West,2021-12-26
CUST3172,Customer 3172,Education,West,2022-05-11
CUST3173,Customer 3173,Education,West,2020-02-26
CUST3174,Customer 3174,Enterprise,West,2020-06-30
CUST3175,Customer 3175,Small Business,Central,2021-09-11
CUST3176,Customer 3176,Small Business,Central,2022-11-14
CUST3177,Customer 3177,Individual,South,2021-08-23
CUST3178,Customer 3178,Enterprise,West,2020-09-14
CUST3179,Customer 3179,Education,North,2022-08-05
CUST3180,Customer 3180,Education,North,2020-06-22
CUST3181,Customer 3181,Enterprise,East,2020-08-07
CUST3182,Customer 3182,Individual,Central,2020-07-18
CUST3183,Customer 3183,Individual,Central,2022-09-13
CUST3184,Customer 3184,Individual,North,2020-09-05
CUST3185,Customer 3185,Enterprise,South,2022-11-23
CUST3186,Customer 3186,Small Business,Central,2022-10-11
CUST3187,Customer 3187,Small Business,South,2020-11-12
CUST3188,Customer 3188,Individual,East,2020-01-14
CUST3189,Customer 3189,Education,Central,2021-02-15
CUST3190,Customer 3190,Enterprise,North,2020-01-01
CUST3191,Customer 3191,Small Business,Central,2020-09-04
CUST3192,Customer 3192,Enterprise,South,2021-02-22
CUST3193,Customer 3193,Enterprise,West,2020-02-20
CUST3194,Customer 3194,Education,West,2020-04-23
CUST3195,Customer 3195,Enterprise,East,2022-04-08
CUST3196,Customer 3196,Education,South,2021-04-26
CUST3197,Customer 3197,Individual,Central,2022-06-18
CUST3198,Customer 3198,Enterprise,West,2020-10-26
CUST3199,Customer 3199,Enterprise,South,2020-10-17
CUST3200,Customer 3200,Small Business,South,2022-11-13
CUST3201,Customer 3201,Small Business,West,2022-09-10
CUST3202,Customer 3202,Individual,East,2020-07-23
CUST3203,Customer 3203,Education,East,2021-07-17
CUST3204,Customer 3204,Education,West,2020-08-07
CUST3205,Customer 3205,Education,West,2022-05-20
CUST3206,Customer 3206,Small Business,North,2021-08-03
CUST3207,Customer 3207,Education,North,2022-03-08
CUST3208,Customer 3208,Enterprise,Central,2021-09-12
CUST3209,Customer 3209,Enterprise,Central,2022-06-29
CUST3210,Customer 3210,Enterprise,East,2020-10-12
CUST3211,Customer 3211,Education,West,2021-07-21
CUST3212,Customer 3212,Enterprise,South,2022-01-02
CUST3213,Customer 3213,Small Business,East,2022-12-11
CUST3214,Customer 3214,Education,Central,2020-05-08
CUST3215,Customer 3215,Small Business,South,2021-12-21
CUST3216,Customer 3216,Individual,West,2020-10-13
CUST3217,Customer 3217,Individual,East,2022-03-17
CUST3218,Customer 3218,Enterprise,West,2022-02-10
CUST3219,Customer 3219,Education,Central,2021-01-04
CUST3220,Customer 3220,Individual,South,2021-10-25
CUST3221,Customer 3221,Individual,Central,2022-04-06
CUST3222,Customer 3222,Enterprise,North,2020-03-01
CUST3223,Customer 3223,Small Business,South,2020-07-16
CUST3224,Customer 3224,Enterprise,West,2022-09-02
CUST3225,Customer 3225,Individual,South,2021-04-29
CUST3226,Customer 3226,Enterprise,South,2022-02-25
CUST3227,Customer 3227,Education,North,2020-05-06
CUST3228,Customer 3228,Individual,North,2020-03-17
CUST3229,Customer 3229,Enterprise,West,2022-02-05
CUST3230,Customer 3230,Enterprise,South,2021-10-19
CUST3231,Customer 3231,Enterprise,West,2022-02-12
CUST3232,Customer 3232,Small Business,Central,2021-02-13
CUST3233,Customer 3233,Small Business,East,2022-10-02
CUST3234,Customer 3234,Education,East,2021-04-06
CUST3235,Customer 3235,Small Business,South,2022-06-07
CUST3236,Customer 3236,Small Business,North,2020-02-19
CUST3237,Customer 3237,Enterprise,South,2020-03-09
CUST3238,Customer 3238,Small Business,North,2022-01-06
CUST3239,Customer 3239,Education,Central,2020-05-27
CUST3240,Customer 3240,Individual,South,2022-12-17
CUST3241,Customer 3241,Education,South,2021-02-28
CUST3242,Customer 3242,Education,Central,2021-12-22
CUST3243,Customer 3243,Individual,Central,2020-10-09
CUST3244,Customer 3244,Enterprise,West,2022-05-25
CUST3245,Customer 3245,Education,North,2020-06-09
CUST3246,Customer 3246,Small Business,Central,2021-09-02
CUST3247,Customer 3247,Enterprise,North,2022-10-18
CUST3248,Customer 3248,Small Business,North,2021-11-08
CUST3249,Customer 3249,Enterprise,South,2021-08-16
CUST3250,Customer 3250,Individual,West,2022-01-02
CUST3251,Customer 3251,Enterprise,South,2021-08-12
CUST3252,Customer 3252,Enterprise,Central,2021-05-09
CUST3253,Customer 3253,Individual,West,2020-04-26
CUST3254,Customer 3254,Enterprise,Central,2022-08-22
CUST3255,Customer 3255,Individual,North,2020-03-07
CUST3256,Customer 3256,Individual,West,2021-06-18
CUST3257,Customer 3257,Small Business,East,2020-05-01
CUST3258,Customer 3258,Small Business,South,2021-11-06
CUST3259,Customer 3259,Enterprise,South,2022-10-07
CUST3260,Customer 3260,Enterprise,Central,2020-03-13
CUST3261,Customer 3261,Individual,North,2022-05-02
CUST3262,Customer 3262,Enterprise,Central,2022-09-07
CUST3263,Customer 3263,Small Business,East,2020-03-26
CUST3264,Customer 3264,Enterprise,North,2022-10-14
CUST3265,Customer 3265,Small Business,East,2022-06-02
CUST3266,Customer 3266,Education,East,2021-04-11
CUST3267,Customer 3267,Enterprise,North,2020-02-23
CUST3268,Customer 3268,Small Business,Central,2022-02-15
CUST3269,Customer 3269,Enterprise,Central,2022-09-14
CUST3270,Customer 3270,Enterprise,West,2022-02-11
CUST3271,Customer 3271,Small Business,West,2022-05-24
CUST3272,Customer 3272,Small Business,North,2022-06-15
CUST3273,Customer 3273,Enterprise,Central,2022-01-23
CUST3274,Customer 3274,Individual,South,2021-12-03
CUST3275,Customer 3275,Education,North,2021-05-02
CUST3276,Customer 3276,Small Business,North,2020-01-21
CUST3277,Customer 3277,Small Business,West,2020-04-03
CUST3278,Customer 3278,Enterprise,South,2020-04-26
CUST3279,Customer 3279,Enterprise,North,2020-09-16
CUST3280,Customer 3280,Education,South,2021-08-01
CUST3281,Customer 3281,Enterprise,East,2021-12-17
CUST3282,Customer 3282,Small Business,East,2020-09-22
CUST3283,Customer 3283,Education,West,2020-09-07
CUST3284,Customer 3284,Enterprise,North,2021-05-27
CUST3285,Customer 3285,Small Business,West,2022-01-01
CUST3286,Customer 3286,Small Business,West,2021-09-11
CUST3287,Customer 3287,Individual,Central,2021-08-22
CUST3288,Customer 3288,Small Business,Central,2021-07-01
CUST3289,Customer 3289,Individual,Central,2022-10-28
CUST3290,Customer 3290,Enterprise,North,2021-12-10
CUST3291,Customer 3291,Education,Central,2022-09-22
CUST3292,Customer 3292,Individual,North,2021-02-20
CUST3293,Customer 3293,Small Business,Central,2021-04-17
CUST3294,Customer 3294,Individual,Central,2021-03-07
CUST3295,Customer 3295,Enterprise,East,2020-10-17
CUST3296,Customer 3296,Enterprise,South,2022-06-20
CUST3297,Customer 3297,Education,North,2020-02-13
CUST3298,Customer 3298,Education,North,2021-07-07
CUST3299,Customer 3299,Individual,Central,2022-02-25
CUST3300,Customer 3300,Individual,North,2020-05-02
CUST3301,Customer 3301,Individual,Central,2022-02-25
CUST3302,Customer 3302,Education,North,2022-02-22
CUST3303,Customer 3303,Education,West,2020-03-31
CUST3304,Customer 3304,Small Business,South,2022-02-15
CUST3305,Customer 3305,Small Business,West,2022-12-26
CUST3306,Customer 3306,Enterprise,East,2020-03-05
CUST3307,Customer 3307,Individual,North,2021-11-19
CUST3308,Customer 3308,Individual,Central,2021-03-19
CUST3309,Customer 3309,Enterprise,East,2022-06-07
CUST3310,Customer 3310,Education,North,2020-08-11
CUST3311,Customer 3311,Education,East,2022-12-31
CUST3312,Customer 3312,Education,West,2022-11-28
CUST3313,Customer 3313,Individual,South,2022-02-19
CUST3314,Customer 3314,Education,South,2020-09-27
CUST3315,Customer 3315,Enterprise,East,2021-07-15
CUST3316,Customer 3316,Enterprise,South,2021-08-28
CUST3317,Customer 3317,Individual,Central,2022-03-19
CUST3318,Customer 3318,Enterprise,Central,2021-07-15
CUST3319,Customer 3319,Individual,East,2021-05-28
CUST3320,Customer 3320,Enterprise,North,2021-09-20
CUST3321,Customer 3321,Individual,East,2021-01-01
CUST3322,Customer 3322,Education,West,2020-02-05
CUST3323,Customer 3323,Education,North,2022-08-13
CUST3324,Customer 3324,Enterprise,East,2022-09-10
CUST3325,Customer 3325,Small Business,West,2020-04-29
CUST3326,Customer 3326,Enterprise,East,2021-10-05
CUST3327,Customer 3327,Enterprise,West,2021-01-03
CUST3328,Customer 3328,Individual,East,2021-06-15
CUST3329,Customer 3329,Education,South,2021-04-10
CUST3330,Customer 3330,Small Business,South,2020-04-11
CUST3331,Customer 3331,Small Business,North,2020-03-19
CUST3332,Customer 3332,Small Business,Central,2022-06-20
CUST3333,Customer 3333,Individual,North,2021-04-11
CUST3334,Customer 3334,Enterprise,East,2021-06-11
CUST3335,Customer 3335,Enterprise,East,2020-04-01
CUST3336,Customer 3336,Small Business,East,2020-08-11
CUST3337,Customer 3337,Enterprise,Central,2022-06-27
CUST3338,Customer 3338,Enterprise,Central,2020-06-07
CUST3339,Customer 3339,Small Business,South,2021-10-29
CUST3340,Customer 3340,Individual,West,2020-05-26
CUST3341,Customer 3341,Education,East,2020-10-20
CUST3342,Customer 3342,Enterprise,East,2022-01-07
CUST3343,Customer 3343,Individual,West,2022-02-06
CUST3344,Customer 3344,Education,East,2020-03-04
CUST3345,Customer 3345,Small Business,East,2020-04-01
CUST3346,Customer 3346,Individual,South,2020-02-22
CUST3347,Customer 3347,Enterprise,Central,2021-03-09
CUST3348,Customer 3348,Individual,Central,2022-11-06
CUST3349,Customer 3349,Individual,South,2022-02-14
CUST3350,Customer 3350,Enterprise,South,2022-02-19
CUST3351,Customer 3351,Enterprise,North,2021-04-04
CUST3352,Customer 3352,Education,Central,2020-09-05
CUST3353,Customer 3353,Enterprise,Central,2022-08-25
CUST3354,Customer 3354,Education,East,2021-07-05
CUST3355,Customer 3355,Small Business,Central,2021-08-23
CUST3356,Customer 3356,Small Business,East,2021-05-12
CUST3357,Customer 3357,Individual,South,2022-07-22
CUST3358,Customer 3358,Individual,North,2021-05-08
CUST3359,Customer 3359,Education,West,2022-01-11
CUST3360,Customer 3360,Enterprise,East,2022-11-01
CUST3361,Customer 3361,Enterprise,East,2022-09-18
CUST3362,Customer 3362,Small Business,West,2022-05-07
CUST3363,Customer 3363,Small Business,Central,2020-09-13
CUST3364,Customer 3364,Small Business,West,2020-10-09
CUST3365,Customer 3365,Individual,East,2021-11-30
CUST3366,Customer 3366,Individual,North,2020-06-15
CUST3367,Customer 3367,Education,West,2022-10-31
CUST3368,Customer 3368,Small Business,Central,2022-10-09
CUST3369,Customer 3369,Small Business,South,2022-07-18
CUST3370,Customer 3370,Enterprise,South,2020-09-04
CUST3371,Customer 3371,Education,East,2022-08-20
CUST3372,Customer 3372,Enterprise,South,2020-03-10
CUST3373,Customer 3373,Education,North,2020-12-07
CUST3374,Customer 3374,Enterprise,South,2022-11-20
CUST3375,Customer 3375,Education,West,2021-12-26
CUST3376,Customer 3376,Small Business,West,2021-05-09
CUST3377,Customer 3377,Individual,North,2021-11-20
CUST3378,Customer 3378,Individual,Central,2020-08-08
CUST3379,Customer 3379,Enterprise,North,2021-12-27
CUST3380,Customer 3380,Education,West,2022-07-10
CUST3381,Customer 3381,Education,East,2022-09-04
CUST3382,Customer 3382,Small Business,South,2022-11-09
CUST3383,Customer 3383,Enterprise,South,2020-01-16
CUST3384,Customer 3384,Individual,West,2022-02-15
CUST3385,Customer 3385,Individual,West,2020-12-27
CUST3386,Customer 3386,Individual,North,2021-04-20
CUST3387,Customer 3387,Individual,West,2021-11-29
CUST3388,Customer 3388,Enterprise,Central,2022-11-26
CUST3389,Customer 3389,Education,East,2021-10-23
CUST3390,Customer 3390,Education,East,2020-12-31
CUST3391,Customer 3391,Small Business,North,2021-03-07
CUST3392,Customer 3392,Education,Central,2021-07-23
CUST3393,Customer 3393,Individual,North,2021-12-12
CUST3394,Customer 3394,Individual,South,2020-08-30
CUST3395,Customer 3395,Individual,East,2022-09-23
CUST3396,Customer 3396,Education,South,2020-12-12
CUST3397,Customer 3397,Individual,East,2020-08-05
CUST3398,Customer 3398,Small Business,East,2020-10-15
CUST3399,Customer 3399,Enterprise,South,2022-11-07
CUST3400,Customer 3400,Small Business,North,2020-03-22
CUST3401,Customer 3401,Small Business,North,2022-09-27
CUST3402,Customer 3402,Enterprise,East,2021-02-20
CUST3403,Customer 3403,Individual,Central,2022-05-23
CUST3404,Customer 3404,Education,Central,2020-09-15
CUST3405,Customer 3405,Education,East,2020-08-12
CUST3406,Customer 3406,Enterprise,West,2022-06-04
CUST3407,Customer 3407,Education,East,2020-06-26
CUST3408,Customer 3408,Small Business,East,2020-08-26
CUST3409,Customer 3409,Individual,North,2021-03-31
CUST3410,Customer 3410,Enterprise,East,2020-11-16
CUST3411,Customer 3411,Individual,East,2022-07-17
CUST3412,Customer 3412,Enterprise,East,2020-03-19
CUST3413,Customer 3413,Education,North,2022-12-03
CUST3414,Customer 3414,Individual,South,2020-03-13
CUST3415,Customer 3415,Enterprise,South,2020-10-07
CUST3416,Customer 3416,Education,South,2021-02-04
CUST3417,Customer 3417,Individual,West,2020-11-06
CUST3418,Customer 3418,Education,South,2022-10-14
CUST3419,Customer 3419,Individual,South,2021-02-10
CUST3420,Customer 3420,Enterprise,Central,2021-03-14
CUST3421,Customer 3421,Enterprise,West,2020-05-17
CUST3422,Customer 3422,Education,Central,2021-03-03
CUST3423,Customer 3423,Small Business,North,2022-05-06
CUST3424,Customer 3424,Individual,Central,2022-02-17
CUST3425,Customer 3425,Small Business,East,2022-09-18
CUST3426,Customer 3426,Small Business,East,2021-04-19
CUST3427,Customer 3427,Individual,West,2022-09-30
CUST3428,Customer 3428,Education,Central,2022-01-01
CUST3429,Customer 3429,Education,East,2020-07-16
CUST3430,Customer 3430,Small Business,North,2021-08-11
CUST3431,Customer 3431,Education,West,2021-10-28
CUST3432,Customer 3432,Small Business,West,2020-08-25
CUST3433,Customer 3433,Small Business,West,2021-10-15
CUST3434,Customer 3434,Enterprise,East,2022-03-26
CUST3435,Customer 3435,Small Business,West,2022-09-28
CUST3436,Customer 3436,Education,South,2020-02-29
CUST3437,Customer 3437,Individual,East,2022-11-05
CUST3438,Customer 3438,Small Business,West,2020-05-04
CUST3439,Customer 3439,Individual,East,2021-10-12
CUST3440,Customer 3440,Education,West,2022-06-24
CUST3441,Customer 3441,Education,West,2021-06-17
CUST3442,Customer 3442,Enterprise,East,2022-09-21
CUST3443,Customer 3443,Small Business,East,2020-04-03
CUST3444,Customer 3444,Individual,West,2022-04-19
CUST3445,Customer 3445,Small Business,Central,2020-12-07
CUST3446,Customer 3446,Small Business,North,2021-11-06
CUST3447,Customer 3447,Small Business,Central,2020-02-10
CUST3448,Customer 3448,Enterprise,West,2020-07-03
CUST3449,Customer 3449,Individual,East,2020-05-09
CUST3450,Customer 3450,Enterprise,Central,2021-03-07
CUST3451,Customer 3451,Individual,Central,2021-02-10
CUST3452,Customer 3452,Small Business,Central,2022-03-21
CUST3453,Customer 3453,Small Business,East,2020-11-26
CUST3454,Customer 3454,Individual,East,2022-04-26
CUST3455,Customer 3455,Small Business,Central,2021-05-24
CUST3456,Customer 3456,Enterprise,North,2020-02-11
CUST3457,Customer 3457,Enterprise,Central,2022-03-25
CUST3458,Customer 3458,Education,North,2020-11-17
CUST3459,Customer 3459,Individual,East,2020-02-19
CUST3460,Customer 3460,Small Business,South,2020-03-10
CUST3461,Customer 3461,Individual,North,2022-02-12
CUST3462,Customer 3462,Education,South,2021-07-06
CUST3463,Customer 3463,Enterprise,North,2020-05-31
CUST3464,Customer 3464,Education,North,2020-01-31
CUST3465,Customer 3465,Small Business,North,2022-03-12
CUST3466,Customer 3466,Small Business,Central,2021-10-01
CUST3467,Customer 3467,Individual,West,2022-11-15
CUST3468,Customer 3468,Enterprise,East,2021-07-15
CUST3469,Customer 3469,Education,South,2020-07-23
CUST3470,Customer 3470,Individual,Central,2022-08-23
CUST3471,Customer 3471,Education,East,2022-05-29
CUST3472,Customer 3472,Enterprise,South,2022-04-12
CUST3473,Customer 3473,Individual,West,2021-08-05
CUST3474,Customer 3474,Small Business,West,2020-02-05
CUST3475,Customer 3475,Education,West,2022-02-02
CUST3476,Customer 3476,Enterprise,West,2021-04-03
CUST3477,Customer 3477,Enterprise,West,2021-04-20
CUST3478,Customer 3478,Education,East,2022-09-03
CUST3479,Customer 3479,Enterprise,East,2021-11-11
CUST3480,Customer 3480,Small Business,North,2020-07-14
CUST3481,Customer 3481,Small Business,South,2022-09-30
CUST3482,Customer 3482,Small Business,North,2020-10-16
CUST3483,Customer 3483,Education,Central,2022-08-27
CUST3484,Customer 3484,Small Business,North,2022-10-07
CUST3485,Customer 3485,Individual,West,2021-09-29
CUST3486,Customer 3486,Individual,South,2020-03-15
CUST3487,Customer 3487,Individual,Central,2022-04-12
CUST3488,Customer 3488,Enterprise,East,2021-03-04
CUST3489,Customer 3489,Education,Central,2022-10-20
CUST3490,Customer 3490,Individual,South,2021-10-21
CUST3491,Customer 3491,Education,West,2022-11-19
CUST3492,Customer 3492,Enterprise,North,2022-05-21
CUST3493,Customer 3493,Enterprise,West,2020-09-17
CUST3494,Customer 3494,Enterprise,South,2022-11-30
CUST3495,Customer 3495,Enterprise,South,2021-02-08
CUST3496,Customer 3496,Education,North,2020-03-20
CUST3497,Customer 3497,Education,West,2020-12-15
CUST3498,Customer 3498,Education,South,2022-05-06
CUST3499,Customer 3499,Education,North,2021-08-30
CUST3500,Customer 3500,Enterprise,West,2021-08-25
CUST3501,Customer 3501,Individual,Central,2021-10-22
CUST3502,Customer 3502,Individual,Central,2020-12-05
CUST3503,Customer 3503,Small Business,East,2022-12-07
CUST3504,Customer 3504,Small Business,Central,2022-01-30
CUST3505,Customer 3505,Individual,West,2022-08-05
CUST3506,Customer 3506,Small Business,East,2020-10-04
CUST3507,Customer 3507,Small Business,Central,2022-08-28
CUST3508,Customer 3508,Enterprise,East,2022-05-02
CUST3509,Customer 3509,Small Business,South,2022-08-21
CUST3510,Customer 3510,Enterprise,North,2021-09-30
CUST3511,Customer 3511,Small Business,South,2020-07-11
CUST3512,Customer 3512,Education,East,2020-07-12
CUST3513,Customer 3513,Enterprise,Central,2022-08-17
CUST3514,Customer 3514,Small Business,North,2021-12-18
CUST3515,Customer 3515,Small Business,East,2020-01-29
CUST3516,Customer 3516,Small Business,East,2021-08-05
CUST3517,Customer 3517,Education,Central,2021-09-18
CUST3518,Customer 3518,Individual,Central,2022-04-05
